method,u,l,kappa,delta,k,seed,n,normal_gaps_json,paper_boundary,direct_threshold,threshold_to_boundary,assumption_4_2,detected_below_boundary,detected_above_boundary
knn,2.0,0.125,16.0,1.875,1,0,12,"[0.21230037839663002, 0.2993974857986562, 1.8725539790080592, 0.2954569323979304, 2.0, 0.15231850537652034, 1.522517045686405, 0.42177431872177984, 0.125, 0.4501555365601755]",2.0,0.45015553656017554,0.22507776828008777,True,True,True
knn,2.0,0.125,16.0,1.875,3,0,12,"[0.21230037839663002, 0.2993974857986562, 1.8725539790080592, 0.2954569323979304, 2.0, 0.15231850537652034, 1.522517045686405, 0.42177431872177984, 0.125, 0.4501555365601755]",3.875,1.2412590650608448,0.3203249200157019,True,True,True
knn,2.0,0.125,16.0,1.875,5,0,12,"[0.21230037839663002, 0.2993974857986562, 1.8725539790080592, 0.2954569323979304, 2.0, 0.15231850537652034, 1.522517045686405, 0.42177431872177984, 0.125, 0.4501555365601755]",5.75,0.6590471769977099,0.1146169003474278,True,True,True
knn,2.0,0.125,16.0,1.875,7,0,12,"[0.21230037839663002, 0.2993974857986562, 1.8725539790080592, 0.2954569323979304, 2.0, 0.15231850537652034, 1.522517045686405, 0.42177431872177984, 0.125, 0.4501555365601755]",7.625,0.22182086611823285,0.029091261130260046,True,True,True
iforest,2.0,0.125,16.0,1.875,0,1,12,"[0.9181669358855644, 2.0, 0.2100927980629365, 1.651987052155895, 0.3552522036606154, 0.7241237355323682, 0.125, 0.2595800966755662, 1.9860923645907334, 0.14616145480255574]",32.0,0.3739836706813515,0.011686989708792235,True,True,True
knn,2.0,0.125,16.0,1.875,1,1,12,"[0.9181669358855644, 2.0, 0.2100927980629365, 1.651987052155895, 0.3552522036606154, 0.7241237355323682, 0.125, 0.2595800966755662, 1.9860923645907334, 0.14616145480255574]",2.0,0.9181669358855645,0.45908346794278226,True,True,True
knn,2.0,0.125,16.0,1.875,3,1,12,"[0.9181669358855644, 2.0, 0.2100927980629365, 1.651987052155895, 0.3552522036606154, 0.7241237355323682, 0.125, 0.2595800966755662, 1.9860923645907334, 0.14616145480255574]",3.875,0.2779717728311903,0.07173465105321039,True,True,True
knn,2.0,0.125,16.0,1.875,5,1,12,"[0.9181669358855644, 2.0, 0.2100927980629365, 1.651987052155895, 0.3552522036606154, 0.7241237355323682, 0.125, 0.2595800966755662, 1.9860923645907334, 0.14616145480255574]",5.75,2.220446066827901e-16,3.861645333613741e-17,True,True,True
knn,2.0,0.125,16.0,1.875,7,1,12,"[0.9181669358855644, 2.0, 0.2100927980629365, 1.651987052155895, 0.3552522036606154, 0.7241237355323682, 0.125, 0.2595800966755662, 1.9860923645907334, 0.14616145480255574]",7.625,4.440892102636529e-16,5.824120790342989e-17,True,True,True
iforest,2.0,0.125,16.0,1.875,0,2,12,"[0.6693114775787091, 0.3246169298346812, 0.1974308634675383, 2.0, 0.5816802080302647, 1.1238736922201509, 0.14861713993781903, 0.125, 0.46369791189889764, 1.8794413642306924]",32.0,1.8316288489246413,0.05723840152889504,True,True,True
knn,2.0,0.125,16.0,1.875,1,2,12,"[0.6693114775787091, 0.3246169298346812, 0.1974308634675383, 2.0, 0.5816802080302647, 1.1238736922201509, 0.14861713993781903, 0.125, 0.46369791189889764, 1.8794413642306924]",2.0,1.8794413642306929,0.9397206821153464,True,False,True
knn,2.0,0.125,16.0,1.875,3,2,12,"[0.6693114775787091, 0.3246169298346812, 0.1974308634675383, 2.0, 0.5816802080302647, 1.1238736922201509, 0.14861713993781903, 0.125, 0.46369791189889764, 1.8794413642306924]",3.875,1.6758266771659247,0.43247140055894834,True,True,True
knn,2.0,0.125,16.0,1.875,5,2,12,"[0.6693114775787091, 0.3246169298346812, 0.1974308634675383, 2.0, 0.5816802080302647, 1.1238736922201509, 0.14861713993781903, 0.125, 0.46369791189889764, 1.8794413642306924]",5.75,1.400429602818178,0.2435529744031614,True,True,True
knn,2.0,0.125,16.0,1.875,7,2,12,"[0.6693114775787091, 0.3246169298346812, 0.1974308634675383, 2.0, 0.5816802080302647, 1.1238736922201509, 0.14861713993781903, 0.125, 0.46369791189889764, 1.8794413642306924]",7.625,1.2824022852405714,0.16818390626105856,True,True,True
iforest,2.0,0.125,16.0,1.875,0,3,12,"[0.1945139486774635, 1.1443303324843932, 2.0, 0.7226799842826162, 0.125, 0.6796313402530192, 0.19298657950356365, 0.2525138758602319, 0.12614216457739866, 0.8485209258924851]",32.0,0.6675832212324786,0.020861975663514956,True,True,True
knn,2.0,0.125,16.0,1.875,1,3,12,"[0.1945139486774635, 1.1443303324843932, 2.0, 0.7226799842826162, 0.125, 0.6796313402530192, 0.19298657950356365, 0.2525138758602319, 0.12614216457739866, 0.8485209258924851]",2.0,1.1443303324843934,0.5721651662421967,True,True,True
knn,2.0,0.125,16.0,1.875,3,3,12,"[0.1945139486774635, 1.1443303324843932, 2.0, 0.7226799842826162, 0.125, 0.6796313402530192, 0.19298657950356365, 0.2525138758602319, 0.12614216457739866, 0.8485209258924851]",3.875,0.9832721279356432,0.25374764591887566,True,True,True
knn,2.0,0.125,16.0,1.875,5,3,12,"[0.1945139486774635, 1.1443303324843932, 2.0, 0.7226799842826162, 0.125, 0.6796313402530192, 0.19298657950356365, 0.2525138758602319, 0.12614216457739866, 0.8485209258924851]",5.75,4.440892133655802e-16,7.723290667227482e-17,True,True,True
knn,2.0,0.125,16.0,1.875,7,3,12,"[0.1945139486774635, 1.1443303324843932, 2.0, 0.7226799842826162, 0.125, 0.6796313402530192, 0.19298657950356365, 0.2525138758602319, 0.12614216457739866, 0.8485209258924851]",7.625,4.440892102636529e-16,5.824120790342989e-17,True,True,True
iforest,2.0,0.125,16.0,1.875,0,4,12,"[0.5668464116707457, 1.5087653553792895, 0.22540974147900406, 1.0409095006480782, 2.0, 0.4884485937899274, 0.13466451706408275, 0.125, 0.2001571281203775, 0.501577977647301]",32.0,0.3750492510066599,0.011720289093958123,True,True,True
knn,2.0,0.125,16.0,1.875,1,4,12,"[0.5668464116707457, 1.5087653553792895, 0.22540974147900406, 1.0409095006480782, 2.0, 0.4884485937899274, 0.13466451706408275, 0.125, 0.2001571281203775, 0.501577977647301]",2.0,1.0409095006480784,0.5204547503240392,True,True,True
knn,2.0,0.125,16.0,1.875,3,4,12,"[0.5668464116707457, 1.5087653553792895, 0.22540974147900406, 1.0409095006480782, 2.0, 0.4884485937899274, 0.13466451706408275, 0.125, 0.2001571281203775, 0.501577977647301]",3.875,0.5549235213514601,0.14320607002618324,True,True,True
knn,2.0,0.125,16.0,1.875,5,4,12,"[0.5668464116707457, 1.5087653553792895, 0.22540974147900406, 1.0409095006480782, 2.0, 0.4884485937899274, 0.13466451706408275, 0.125, 0.2001571281203775, 0.501577977647301]",5.75,0.22667595019843237,0.039421904382336066,True,True,True
knn,2.0,0.125,16.0,1.875,7,4,12,"[0.5668464116707457, 1.5087653553792895, 0.22540974147900406, 1.0409095006480782, 2.0, 0.4884485937899274, 0.13466451706408275, 0.125, 0.2001571281203775, 0.501577977647301]",7.625,6.661338153954794e-16,8.736181185514484e-17,True,True,True
iforest,2.0,0.125,16.0,1.875,0,5,12,"[0.6031793847690101, 0.2171127870869347, 2.0, 0.7614287438175571, 0.5698699657647233, 1.4174423605251367, 0.6237069953157477, 0.30104765952053786, 0.125, 1.6028561005217463]",32.0,1.4983541543452528,0.04682356732328915,True,True,True
knn,2.0,0.125,16.0,1.875,1,5,12,"[0.6031793847690101, 0.2171127870869347, 2.0, 0.7614287438175571, 0.5698699657647233, 1.4174423605251367, 0.6237069953157477, 0.30104765952053786, 0.125, 1.6028561005217463]",2.0,1.6028561005217459,0.8014280502608729,True,True,True
knn,2.0,0.125,16.0,1.875,3,5,12,"[0.6031793847690101, 0.2171127870869347, 2.0, 0.7614287438175571, 0.5698699657647233, 1.4174423605251367, 0.6237069953157477, 0.30104765952053786, 0.125, 1.6028561005217463]",3.875,1.3120481348202735,0.33859306705039316,True,True,True
knn,2.0,0.125,16.0,1.875,5,5,12,"[0.6031793847690101, 0.2171127870869347, 2.0, 0.7614287438175571, 0.5698699657647233, 1.4174423605251367, 0.6237069953157477, 0.30104765952053786, 0.125, 1.6028561005217463]",5.75,0.8513590376345149,0.14806244132774174,True,True,True
knn,2.0,0.125,16.0,1.875,7,5,12,"[0.6031793847690101, 0.2171127870869347, 2.0, 0.7614287438175571, 0.5698699657647233, 1.4174423605251367, 0.6237069953157477, 0.30104765952053786, 0.125, 1.6028561005217463]",7.625,0.6539208531263329,0.08576011188542071,True,True,True
iforest,2.0,0.125,16.0,1.875,0,6,12,"[0.3279105653453204, 0.2787810156954794, 0.4770628682450819, 0.8569551610347753, 0.34397563371942064, 2.0, 0.12872354535656513, 0.910201543760203, 0.7177755605603883, 0.125]",32.0,0.3052927646549718,0.009540398895467869,True,True,True
knn,2.0,0.125,16.0,1.875,1,6,12,"[0.3279105653453204, 0.2787810156954794, 0.4770628682450819, 0.8569551610347753, 0.34397563371942064, 2.0, 0.12872354535656513, 0.910201543760203, 0.7177755605603883, 0.125]",2.0,0.717775560560388,0.358887780280194,True,True,True
knn,2.0,0.125,16.0,1.875,3,6,12,"[0.3279105653453204, 0.2787810156954794, 0.4770628682450819, 0.8569551610347753, 0.34397563371942064, 2.0, 0.12872354535656513, 0.910201543760203, 0.7177755605603883, 0.125]",3.875,0.7627659816955915,0.1968428339859591,True,True,True
knn,2.0,0.125,16.0,1.875,5,6,12,"[0.3279105653453204, 0.2787810156954794, 0.4770628682450819, 0.8569551610347753, 0.34397563371942064, 2.0, 0.12872354535656513, 0.910201543760203, 0.7177755605603883, 0.125]",5.75,0.9050175516485264,0.15739435680843936,True,True,True
knn,2.0,0.125,16.0,1.875,7,6,12,"[0.3279105653453204, 0.2787810156954794, 0.4770628682450819, 0.8569551610347753, 0.34397563371942064, 2.0, 0.12872354535656513, 0.910201543760203, 0.7177755605603883, 0.125]",7.625,1.0377178568557726,0.1360941451614128,True,True,True
iforest,2.0,0.125,16.0,1.875,0,7,12,"[0.16954265719648987, 0.6861714930857195, 0.1493375453449427, 0.8874385317674327, 0.125, 0.2147897660179309, 0.462482222212882, 0.17134217175609542, 0.2784754080732445, 2.0]",32.0,1.9688978752273583,0.061528058600854946,True,True,True
knn,2.0,0.125,16.0,1.875,1,7,12,"[0.16954265719648987, 0.6861714930857195, 0.1493375453449427, 0.8874385317674327, 0.125, 0.2147897660179309, 0.462482222212882, 0.17134217175609542, 0.2784754080732445, 2.0]",2.0,2.0000000000000004,1.0000000000000002,True,False,True
knn,2.0,0.125,16.0,1.875,3,7,12,"[0.16954265719648987, 0.6861714930857195, 0.1493375453449427, 0.8874385317674327, 0.125, 0.2147897660179309, 0.462482222212882, 0.17134217175609542, 0.2784754080732445, 2.0]",3.875,1.9010120601412954,0.49058375745581817,True,True,True
knn,2.0,0.125,16.0,1.875,5,7,12,"[0.16954265719648987, 0.6861714930857195, 0.1493375453449427, 0.8874385317674327, 0.125, 0.2147897660179309, 0.462482222212882, 0.17134217175609542, 0.2784754080732445, 2.0]",5.75,1.7689767255009046,0.30764812617407034,True,True,True
knn,2.0,0.125,16.0,1.875,7,7,12,"[0.16954265719648987, 0.6861714930857195, 0.1493375453449427, 0.8874385317674327, 0.125, 0.2147897660179309, 0.462482222212882, 0.17134217175609542, 0.2784754080732445, 2.0]",7.625,1.7123901535121662,0.22457575783766115,True,True,True
iforest,2.0,0.0625,32.0,1.9375,0,0,12,"[0.1211800036889127, 0.18623130534210072, 1.8419822175464957, 0.18317248260499988, 2.0, 0.08001719774383503, 1.422149344816428, 0.2858200341822212, 0.0625, 0.31006000241347886]",64.0,0.27916368825618704,0.0043619326290029225,True,True,True
knn,2.0,0.0625,32.0,1.9375,1,0,12,"[0.1211800036889127, 0.18623130534210072, 1.8419822175464957, 0.18317248260499988, 2.0, 0.08001719774383503, 1.422149344816428, 0.2858200341822212, 0.0625, 0.31006000241347886]",2.0,0.31006000241347925,0.15503000120673963,True,True,True
knn,2.0,0.0625,32.0,1.9375,3,0,12,"[0.1211800036889127, 0.18623130534210072, 1.8419822175464957, 0.18317248260499988, 2.0, 0.08001719774383503, 1.422149344816428, 0.2858200341822212, 0.0625, 0.31006000241347886]",3.9375,1.2599119566788566,0.31997763979145566,True,True,True
knn,2.0,0.0625,32.0,1.9375,5,0,12,"[0.1211800036889127, 0.18623130534210072, 1.8419822175464957, 0.18317248260499988, 2.0, 0.08001719774383503, 1.422149344816428, 0.2858200341822212, 0.0625, 0.31006000241347886]",5.875,0.7178359075027966,0.12218483531962494,True,True,True
knn,2.0,0.0625,32.0,1.9375,7,0,12,"[0.1211800036889127, 0.18623130534210072, 1.8419822175464957, 0.18317248260499988, 2.0, 0.08001719774383503, 1.422149344816428, 0.2858200341822212, 0.0625, 0.31006000241347886]",7.8125,0.061520225474125514,0.007874588860688066,True,True,True
iforest,2.0,0.0625,32.0,1.9375,0,1,12,"[0.7557785514726124, 2.0, 0.1196069614498093, 1.574892083626246, 0.23062876681159344, 0.5617052460745661, 0.0625, 0.15580512474211733, 1.9826305932075956, 0.07599474681226787]",64.0,0.35182295381827466,0.005497233653410542,True,True,True
knn,2.0,0.0625,32.0,1.9375,1,1,12,"[0.7557785514726124, 2.0, 0.1196069614498093, 1.574892083626246, 0.23062876681159344, 0.5617052460745661, 0.0625, 0.15580512474211733, 1.9826305932075956, 0.07599474681226787]",2.0,0.7557785514726125,0.37788927573630626,True,True,True
knn,2.0,0.0625,32.0,1.9375,3,1,12,"[0.7557785514726124, 2.0, 0.1196069614498093, 1.574892083626246, 0.23062876681159344, 0.5617052460745661, 0.0625, 0.15580512474211733, 1.9826305932075956, 0.07599474681226787]",3.9375,0.2791644828829623,0.07089891628773645,True,True,True
knn,2.0,0.0625,32.0,1.9375,5,1,12,"[0.7557785514726124, 2.0, 0.1196069614498093, 1.574892083626246, 0.23062876681159344, 0.5617052460745661, 0.0625, 0.15580512474211733, 1.9826305932075956, 0.07599474681226787]",5.875,2.2204461004321135e-16,3.7794827241397676e-17,True,True,True
knn,2.0,0.0625,32.0,1.9375,7,1,12,"[0.7557785514726124, 2.0, 0.1196069614498093, 1.574892083626246, 0.23062876681159344, 0.5617052460745661, 0.0625, 0.15580512474211733, 1.9826305932075956, 0.07599474681226787]",7.8125,6.661338221809453e-16,8.5265129239161e-17,True,True,True
iforest,2.0,0.0625,32.0,1.9375,0,2,12,"[0.5090703953947207, 0.20604233291272234, 0.11066525962601091, 2.0, 0.4271671623732945, 0.9730594679435762, 0.07759408659677335, 0.0625, 0.3217632399504729, 1.8504547826874262]",64.0,1.7984664287304675,0.028101037948913554,True,True,True
knn,2.0,0.0625,32.0,1.9375,1,2,12,"[0.5090703953947207, 0.20604233291272234, 0.11066525962601091, 2.0, 0.4271671623732945, 0.9730594679435762, 0.07759408659677335, 0.0625, 0.3217632399504729, 1.8504547826874262]",2.0,1.8504547826874262,0.9252273913437131,True,False,True
knn,2.0,0.0625,32.0,1.9375,3,2,12,"[0.5090703953947207, 0.20604233291272234, 0.11066525962601091, 2.0, 0.4271671623732945, 0.9730594679435762, 0.07759408659677335, 0.0625, 0.3217632399504729, 1.8504547826874262]",3.9375,1.6777359014203534,0.42609165750358186,True,True,True
knn,2.0,0.0625,32.0,1.9375,5,2,12,"[0.5090703953947207, 0.20604233291272234, 0.11066525962601091, 2.0, 0.4271671623732945, 0.9730594679435762, 0.07759408659677335, 0.0625, 0.3217632399504729, 1.8504547826874262]",5.875,1.3958670829614146,0.23759439709981525,True,True,True
knn,2.0,0.0625,32.0,1.9375,7,2,12,"[0.5090703953947207, 0.20604233291272234, 0.11066525962601091, 2.0, 0.4271671623732945, 0.9730594679435762, 0.07759408659677335, 0.0625, 0.3217632399504729, 1.8504547826874262]",7.8125,1.2750661607647271,0.16320846857788507,True,True,True
iforest,2.0,0.0625,32.0,1.9375,0,3,12,"[0.10862528748670341, 0.995249030897895, 2.0, 0.5603056916904813, 0.0625, 0.5189006897881033, 0.1075601469818105, 0.15052168143421993, 0.06321466634323449, 0.6848109524520783]",64.0,0.5127279025231299,0.008011373476923905,True,True,True
knn,2.0,0.0625,32.0,1.9375,1,3,12,"[0.10862528748670341, 0.995249030897895, 2.0, 0.5603056916904813, 0.0625, 0.5189006897881033, 0.1075601469818105, 0.15052168143421993, 0.06321466634323449, 0.6848109524520783]",2.0,0.9952490308978952,0.4976245154489476,True,True,True
knn,2.0,0.0625,32.0,1.9375,3,3,12,"[0.10862528748670341, 0.995249030897895, 2.0, 0.5603056916904813, 0.0625, 0.5189006897881033, 0.1075601469818105, 0.15052168143421993, 0.06321466634323449, 0.6848109524520783]",3.9375,0.9622079144703973,0.24437026399248185,True,True,True
knn,2.0,0.0625,32.0,1.9375,5,3,12,"[0.10862528748670341, 0.995249030897895, 2.0, 0.5603056916904813, 0.0625, 0.5189006897881033, 0.1075601469818105, 0.15052168143421993, 0.06321466634323449, 0.6848109524520783]",5.875,2.2204461004321135e-16,3.7794827241397676e-17,True,True,True
knn,2.0,0.0625,32.0,1.9375,7,3,12,"[0.10862528748670341, 0.995249030897895, 2.0, 0.5603056916904813, 0.0625, 0.5189006897881033, 0.1075601469818105, 0.15052168143421993, 0.06321466634323449, 0.6848109524520783]",7.8125,6.661338221809453e-16,8.5265129239161e-17,True,True,True
iforest,2.0,0.0625,32.0,1.9375,0,4,12,"[0.4135940223248296, 1.4061110785730178, 0.1306045635569448, 0.8841149139886031, 2.0, 0.3433729508002426, 0.0685976082234913, 0.0625, 0.11257872542694314, 0.35494868874890084]",64.0,0.2816598672781595,0.004400935426221242,True,True,True
knn,2.0,0.0625,32.0,1.9375,1,4,12,"[0.4135940223248296, 1.4061110785730178, 0.1306045635569448, 0.8841149139886031, 2.0, 0.3433729508002426, 0.0685976082234913, 0.0625, 0.11257872542694314, 0.35494868874890084]",2.0,0.8841149139886032,0.4420574569943016,True,True,True
knn,2.0,0.0625,32.0,1.9375,3,4,12,"[0.4135940223248296, 1.4061110785730178, 0.1306045635569448, 0.8841149139886031, 2.0, 0.3433729508002426, 0.0685976082234913, 0.0625, 0.11257872542694314, 0.35494868874890084]",3.9375,0.5551784227704916,0.14099769467187087,True,True,True
knn,2.0,0.0625,32.0,1.9375,5,4,12,"[0.4135940223248296, 1.4061110785730178, 0.1306045635569448, 0.8841149139886031, 2.0, 0.3433729508002426, 0.0685976082234913, 0.0625, 0.11257872542694314, 0.35494868874890084]",5.875,0.3272289070474526,0.055698537369779165,True,True,True
knn,2.0,0.0625,32.0,1.9375,7,4,12,"[0.4135940223248296, 1.4061110785730178, 0.1306045635569448, 0.8841149139886031, 2.0, 0.3433729508002426, 0.0685976082234913, 0.0625, 0.11257872542694314, 0.35494868874890084]",7.8125,4.440892147872969e-16,5.6843419492774e-17,True,True,True
iforest,2.0,0.0625,32.0,1.9375,0,5,12,"[0.44699288832372913, 0.12462330201790472, 2.0, 0.5981072754506032, 0.416353492416595, 1.3005416364778426, 0.4660883736836455, 0.18751523997609873, 0.0625, 1.516563743837191]",64.0,1.4045337301567404,0.02194583953369907,True,True,True
knn,2.0,0.0625,32.0,1.9375,1,5,12,"[0.44699288832372913, 0.12462330201790472, 2.0, 0.5981072754506032, 0.416353492416595, 1.3005416364778426, 0.4660883736836455, 0.18751523997609873, 0.0625, 1.516563743837191]",2.0,1.5165637438371908,0.7582818719185954,True,True,True
knn,2.0,0.0625,32.0,1.9375,3,5,12,"[0.44699288832372913, 0.12462330201790472, 2.0, 0.5981072754506032, 0.416353492416595, 1.3005416364778426, 0.4660883736836455, 0.18751523997609873, 0.0625, 1.516563743837191]",3.9375,1.2811991309407695,0.32538390627067165,True,True,True
knn,2.0,0.0625,32.0,1.9375,5,5,12,"[0.44699288832372913, 0.12462330201790472, 2.0, 0.5981072754506032, 0.416353492416595, 1.3005416364778426, 0.4660883736836455, 0.18751523997609873, 0.0625, 1.516563743837191]",5.875,0.7736268176320301,0.13168116044800512,True,True,True
knn,2.0,0.0625,32.0,1.9375,7,5,12,"[0.44699288832372913, 0.12462330201790472, 2.0, 0.5981072754506032, 0.416353492416595, 1.3005416364778426, 0.4660883736836455, 0.18751523997609873, 0.0625, 1.516563743837191]",7.8125,0.5560958262139996,0.07118026575539195,True,True,True
iforest,2.0,0.0625,32.0,1.9375,0,6,12,"[0.20865882791662985, 0.1703419035547762, 0.33339725500313666, 0.6933302109592323, 0.22151446972673322, 2.0, 0.06483581763638843, 0.7475916823183679, 0.5555566300431719, 0.0625]",64.0,0.2683172727741104,0.004192457387095475,True,True,True
knn,2.0,0.0625,32.0,1.9375,1,6,12,"[0.20865882791662985, 0.1703419035547762, 0.33339725500313666, 0.6933302109592323, 0.22151446972673322, 2.0, 0.06483581763638843, 0.7475916823183679, 0.5555566300431719, 0.0625]",2.0,0.5555566300431717,0.27777831502158584,True,True,True
knn,2.0,0.0625,32.0,1.9375,3,6,12,"[0.20865882791662985, 0.1703419035547762, 0.33339725500313666, 0.6933302109592323, 0.22151446972673322, 2.0, 0.06483581763638843, 0.7475916823183679, 0.5555566300431719, 0.0625]",3.9375,0.5989805089045886,0.1521220340075146,True,True,True
knn,2.0,0.0625,32.0,1.9375,5,6,12,"[0.20865882791662985, 0.1703419035547762, 0.33339725500313666, 0.6933302109592323, 0.22151446972673322, 2.0, 0.06483581763638843, 0.7475916823183679, 0.5555566300431719, 0.0625]",5.875,0.840277491820843,0.14302595605461157,True,True,True
knn,2.0,0.0625,32.0,1.9375,7,6,12,"[0.20865882791662985, 0.1703419035547762, 0.33339725500313666, 0.6933302109592323, 0.22151446972673322, 2.0, 0.06483581763638843, 0.7475916823183679, 0.5555566300431719, 0.0625]",7.8125,0.9920327907416792,0.12698019721493492,True,True,True
iforest,2.0,0.0625,32.0,1.9375,0,7,12,"[0.09148317587505556, 0.5251499643167424, 0.07806453224380501, 0.7242947760967026, 0.0625, 0.12295876210184752, 0.3207091162224393, 0.09269852742767051, 0.17010851854187925, 2.0]",64.0,1.979169203910909,0.030924518811107953,True,True,True
knn,2.0,0.0625,32.0,1.9375,1,7,12,"[0.09148317587505556, 0.5251499643167424, 0.07806453224380501, 0.7242947760967026, 0.0625, 0.12295876210184752, 0.3207091162224393, 0.09269852742767051, 0.17010851854187925, 2.0]",2.0,2.0000000000000004,1.0000000000000002,True,False,True
knn,2.0,0.0625,32.0,1.9375,3,7,12,"[0.09148317587505556, 0.5251499643167424, 0.07806453224380501, 0.7242947760967026, 0.0625, 0.12295876210184752, 0.3207091162224393, 0.09269852742767051, 0.17010851854187925, 2.0]",3.9375,1.9082664161481921,0.48463908981541387,True,True,True
knn,2.0,0.0625,32.0,1.9375,5,7,12,"[0.09148317587505556, 0.5251499643167424, 0.07806453224380501, 0.7242947760967026, 0.0625, 0.12295876210184752, 0.3207091162224393, 0.09269852742767051, 0.17010851854187925, 2.0]",5.875,1.7802200427924988,0.30301617749659554,True,True,True
knn,2.0,0.0625,32.0,1.9375,7,7,12,"[0.09148317587505556, 0.5251499643167424, 0.07806453224380501, 0.7242947760967026, 0.0625, 0.12295876210184752, 0.3207091162224393, 0.09269852742767051, 0.17010851854187925, 2.0]",7.8125,1.7253430256400586,0.2208439072819275,True,True,True
iforest,4.0,1.0,4.0,3.0,0,0,12,"[1.3032279260256205, 1.547636871617257, 3.870456282153885, 1.5374184398476047, 4.0, 1.103878635997709, 3.4900052099518764, 1.8368980782216087, 1.0, 1.8976944676320802]",16.0,1.8619992530455913,0.11637495331534946,True,True,True
knn,4.0,1.0,4.0,3.0,1,0,12,"[1.3032279260256205, 1.547636871617257, 3.870456282153885, 1.5374184398476047, 4.0, 1.103878635997709, 3.4900052099518764, 1.8368980782216087, 1.0, 1.8976944676320802]",4.0,1.8976944676320822,0.47442361690802054,True,True,True
knn,4.0,1.0,4.0,3.0,3,0,12,"[1.3032279260256205, 1.547636871617257, 3.870456282153885, 1.5374184398476047, 4.0, 1.103878635997709, 3.4900052099518764, 1.8368980782216087, 1.0, 1.8976944676320802]",7.0,2.2239583840347117,0.31770834057638736,True,True,True
knn,4.0,1.0,4.0,3.0,5,0,12,"[1.3032279260256205, 1.547636871617257, 3.870456282153885, 1.5374184398476047, 4.0, 1.103878635997709, 3.4900052099518764, 1.8368980782216087, 1.0, 1.8976944676320802]",10.0,1.5897804611234148,0.15897804611234148,True,True,True
knn,4.0,1.0,4.0,3.0,7,0,12,"[1.3032279260256205, 1.547636871617257, 3.870456282153885, 1.5374184398476047, 4.0, 1.103878635997709, 3.4900052099518764, 1.8368980782216087, 1.0, 1.8976944676320802]",13.0,1.5031308362549693,0.11562544894268995,True,True,True
iforest,4.0,1.0,4.0,3.0,0,1,12,"[2.710227940060488, 4.0, 1.2964344890905564, 3.635367439097066, 1.6858284697100483, 2.406863079665926, 1.0, 1.4410554373113234, 3.986068102369284, 1.0813378928070754]",16.0,1.25501446763387,0.07843840422711687,True,True,True
knn,4.0,1.0,4.0,3.0,1,1,12,"[2.710227940060488, 4.0, 1.2964344890905564, 3.635367439097066, 1.6858284697100483, 2.406863079665926, 1.0, 1.4410554373113234, 3.986068102369284, 1.0813378928070754]",4.0,2.7102279400604883,0.6775569850151221,True,True,True
knn,4.0,1.0,4.0,3.0,3,1,12,"[2.710227940060488, 4.0, 1.2964344890905564, 3.635367439097066, 1.6858284697100483, 2.406863079665926, 1.0, 1.4410554373113234, 3.986068102369284, 1.0813378928070754]",7.0,1.0789164801167135,0.15413092573095907,True,True,True
knn,4.0,1.0,4.0,3.0,5,1,12,"[2.710227940060488, 4.0, 1.2964344890905564, 3.635367439097066, 1.6858284697100483, 2.406863079665926, 1.0, 1.4410554373113234, 3.986068102369284, 1.0813378928070754]",10.0,0.20236861751845495,0.020236861751845494,True,True,True
knn,4.0,1.0,4.0,3.0,7,1,12,"[2.710227940060488, 4.0, 1.2964344890905564, 3.635367439097066, 1.6858284697100483, 2.406863079665926, 1.0, 1.4410554373113234, 3.986068102369284, 1.0813378928070754]",13.0,8.881784205273058e-16,6.832141696363891e-17,True,True,True
iforest,4.0,1.0,4.0,3.0,0,2,12,"[2.313977489222761, 1.6115009893504408, 1.2567604814523357, 4.0, 2.1571837344654066, 2.998497880232902, 1.090383932155345, 1.0, 1.9260278542095857, 3.8775676543221707]",16.0,3.7649074406987912,0.23530671504367445,True,True,True
knn,4.0,1.0,4.0,3.0,1,2,12,"[2.313977489222761, 1.6115009893504408, 1.2567604814523357, 4.0, 2.1571837344654066, 2.998497880232902, 1.090383932155345, 1.0, 1.9260278542095857, 3.8775676543221707]",4.0,3.877567654322171,0.9693919135805428,True,False,True
knn,4.0,1.0,4.0,3.0,3,2,12,"[2.313977489222761, 1.6115009893504408, 1.2567604814523357, 4.0, 2.1571837344654066, 2.998497880232902, 1.090383932155345, 1.0, 1.9260278542095857, 3.8775676543221707]",7.0,3.4151009011965754,0.4878715573137965,True,True,True
knn,4.0,1.0,4.0,3.0,5,2,12,"[2.313977489222761, 1.6115009893504408, 1.2567604814523357, 4.0, 2.1571837344654066, 2.998497880232902, 1.090383932155345, 1.0, 1.9260278542095857, 3.8775676543221707]",10.0,2.9334563090291517,0.29334563090291516,True,True,True
knn,4.0,1.0,4.0,3.0,7,2,12,"[2.313977489222761, 1.6115009893504408, 1.2567604814523357, 4.0, 2.1571837344654066, 2.998497880232902, 1.090383932155345, 1.0, 1.9260278542095857, 3.8775676543221707]",13.0,2.727037198100258,0.20977209216155832,True,True,True
iforest,4.0,1.0,4.0,3.0,0,3,12,"[1.2474420184600596, 3.0256640031363604, 4.0, 2.404462491755887, 1.0, 2.3317484259722687, 1.2425347625030494, 1.4213060919034488, 1.0045582693996349, 2.605411178132903]",16.0,2.2833945259532515,0.14271215787207822,True,True,True
